,Category,Price,Rating,Stock,Discount,Category_FR,Price_MinMax
953,Unknown,5945.0,3.554980560722151,Out of Stock,23.0,4,0.5945594559455946
954,Unknown,1142.0,2.259947259430098,Out of Stock,16.0,4,0.11421142114211422
955,Unknown,4138.0,3.4588528463638504,Unknown,0.0,4,0.4138413841384138
956,Unknown,3526.0,2.1822724527784705,Out of Stock,18.0,4,0.35263526352635266
957,Unknown,2604.0,0.0,Out of Stock,0.0,4,0.26042604260426044
958,Unknown,9502.0,4.058366709120592,In Stock,4.0,4,0.9502950295029503
959,Unknown,3542.0,2.2705559802796342,Out of Stock,36.0,4,0.3542354235423542
960,Unknown,8987.0,4.580981929533248,Out of Stock,32.0,4,0.8987898789878987
961,Unknown,0.0,3.994311876355714,Unknown,10.0,4,0.0
962,A,9933.0,0.0,Unknown,15.0,0,0.9933993399339934
963,Unknown,9887.0,1.7213441092095616,Unknown,12.0,4,0.9887988798879888
964,Unknown,6994.0,3.82123986011341,Out of Stock,11.0,4,0.6994699469946994
965,Unknown,7477.0,3.630518223213571,In Stock,25.0,4,0.7477747774777478
966,Unknown,9198.0,4.495473933961361,Out of Stock,40.0,4,0.9198919891989199
967,A,3125.0,0.0,Unknown,18.0,0,0.31253125312531255
968,Unknown,4070.0,0.0,Unknown,46.0,4,0.40704070407040704
969,Unknown,2190.0,0.0,Unknown,10.0,4,0.21902190219021903
970,Unknown,7550.0,0.0,Unknown,0.0,4,0.755075507550755
971,Unknown,2023.0,4.904290374324477,Unknown,31.0,4,0.20232023202320232
972,Unknown,1415.0,2.3817523332258093,Out of Stock,42.0,4,0.1415141514151415
973,B,8444.0,2.7738985967049112,Unknown,41.0,1,0.8444844484448445
974,Unknown,6169.0,2.703924170771108,Out of Stock,38.0,4,0.6169616961696169
975,Unknown,3540.0,0.0,Out of Stock,15.0,4,0.354035403540354
976,Unknown,8313.0,2.7186970795339924,In Stock,16.0,4,0.8313831383138314
977,Unknown,2695.0,3.778066899255494,Out of Stock,5.0,4,0.26952695269526955
978,C,9809.0,2.143746643611081,Unknown,8.0,2,0.980998099809981
979,Unknown,7046.0,1.7140775121820453,In Stock,5.0,4,0.7046704670467047
980,Unknown,6235.0,2.102911271314409,Out of Stock,0.0,4,0.6235623562356236
981,Unknown,7534.0,4.414725463391546,Unknown,0.0,4,0.7534753475347534
982,Unknown,0.0,1.003102892580014,Out of Stock,21.0,4,0.0
983,Unknown,4863.0,0.0,Out of Stock,0.0,4,0.48634863486348634
984,A,5271.0,0.0,In Stock,45.0,0,0.5271527152715272
985,Unknown,947.0,0.0,Unknown,5.0,4,0.09470947094709471
986,Unknown,5946.0,3.6604478943981777,Out of Stock,0.0,4,0.5946594659465947
987,Unknown,9257.0,0.0,Unknown,0.0,4,0.9257925792579258
988,Unknown,0.0,4.554561616302786,In Stock,35.0,4,0.0
989,Unknown,7479.0,0.0,Out of Stock,15.0,4,0.7479747974797479
990,Unknown,6205.0,3.6443532284858016,Unknown,29.0,4,0.6205620562056205
991,A,1682.0,0.0,In Stock,45.0,0,0.16821682168216823
992,Unknown,918.0,1.7160065833351572,Out of Stock,34.0,4,0.09180918091809182
993,Unknown,2863.0,2.3082694158470334,In Stock,44.0,4,0.2863286328632863
994,Unknown,9692.0,0.0,In Stock,26.0,4,0.9692969296929693
995,Unknown,4917.0,0.0,Out of Stock,21.0,4,0.49174917491749176
996,Unknown,8537.0,2.955839570412353,Unknown,10.0,4,0.8537853785378537
997,D,5144.0,3.992799957126113,Out of Stock,27.0,3,0.5144514451445145
998,Unknown,2806.0,1.0746418845474637,Out of Stock,30.0,4,0.2806280628062806
999,Unknown,9585.0,4.723567028801993,In Stock,24.0,4,0.9585958595859586
1000,Unknown,564.0,0.0,Unknown,49.0,4,0.056405640564056406
1001,Unknown,1036.0,1.3912647972450225,In Stock,39.0,4,0.1036103610361036
1002,Unknown,7268.0,4.137400068629105,In Stock,35.0,4,0.7268726872687269
1003,Unknown,2122.0,1.070220143254514,Unknown,0.0,4,0.21222122212221223
1004,C,2261.0,1.154137275042021,Out of Stock,11.0,2,0.22612261226122612
1005,B,722.0,0.0,Unknown,19.0,1,0.07220722072207221
1006,Unknown,1022.0,0.0,Unknown,1.0,4,0.10221022102210221
1007,Unknown,5237.0,4.854664208038117,Unknown,49.0,4,0.5237523752375237
1008,Unknown,3549.0,3.218806010696236,In Stock,1.0,4,0.35493549354935494
1009,Unknown,9115.0,1.0057146792290896,Unknown,0.0,4,0.9115911591159116
1010,C,6676.0,3.5448237698474534,Unknown,0.0,2,0.6676667666766677
1011,Unknown,6530.0,0.0,In Stock,26.0,4,0.6530653065306531
1012,Unknown,0.0,2.028452657691365,In Stock,37.0,4,0.0
1013,Unknown,6438.0,1.607100153379533,Unknown,39.0,4,0.6438643864386439
1014,Unknown,3471.0,2.167357133037513,Out of Stock,5.0,4,0.3471347134713471
1015,A,3231.0,2.64807174829098,Out of Stock,8.0,0,0.32313231323132313
1016,Unknown,5674.0,0.0,Unknown,0.0,4,0.5674567456745675
1017,C,1260.0,3.628810070923449,Out of Stock,43.0,2,0.126012601260126
1018,Unknown,249.0,3.090414207762457,In Stock,26.0,4,0.024902490249024904
1019,Unknown,8170.0,4.028107377373907,Out of Stock,35.0,4,0.817081708170817
1020,Unknown,3432.0,1.3927640802714794,Unknown,45.0,4,0.3432343234323432
1021,A,2720.0,3.068155231448395,In Stock,23.0,0,0.27202720272027203
1022,Unknown,8925.0,1.0070123171523289,Out of Stock,20.0,4,0.8925892589258926
1023,C,1250.0,2.805398279237349,Out of Stock,20.0,2,0.125012501250125
1024,Unknown,1903.0,0.0,Out of Stock,46.0,4,0.19031903190319033
1025,D,7139.0,0.0,Unknown,43.0,3,0.713971397139714
1026,C,8596.0,4.573302123190464,Out of Stock,35.0,2,0.8596859685968596
1027,C,6564.0,2.3503275400139074,In Stock,49.0,2,0.6564656465646564
1028,Unknown,2905.0,0.0,Out of Stock,27.0,4,0.2905290529052905
1029,B,6381.0,4.1717808137240535,Out of Stock,31.0,1,0.6381638163816382
1030,Unknown,4347.0,0.0,Out of Stock,41.0,4,0.43474347434743477
1031,Unknown,291.0,3.961543721430368,Unknown,39.0,4,0.029102910291029103
1032,Unknown,562.0,1.6441076247423672,Unknown,3.0,4,0.056205620562056205
1033,Unknown,614.0,0.0,Out of Stock,13.0,4,0.061406140614061404
1034,B,0.0,0.0,Unknown,0.0,1,0.0
1035,Unknown,9617.0,0.0,Out of Stock,0.0,4,0.9617961796179618
1036,D,5341.0,0.0,Unknown,0.0,3,0.5341534153415342
1037,Unknown,2997.0,2.94105536708034,Out of Stock,0.0,4,0.29972997299729975
1038,Unknown,1665.0,4.860212846144496,Unknown,34.0,4,0.16651665166516652
1039,Unknown,2577.0,0.0,Out of Stock,49.0,4,0.2577257725772577
1040,A,5778.0,0.0,In Stock,20.0,0,0.5778577857785778
1041,Unknown,9697.0,3.660483930330342,In Stock,40.0,4,0.9697969796979699
1042,Unknown,0.0,2.768843803112533,Out of Stock,45.0,4,0.0
1043,Unknown,1481.0,1.1997764566550997,Unknown,26.0,4,0.1481148114811481
1044,Unknown,4870.0,0.0,Out of Stock,2.0,4,0.48704870487048707
1045,Unknown,7087.0,4.2858110240525695,In Stock,35.0,4,0.7087708770877088
1046,C,3650.0,0.0,In Stock,37.0,2,0.36503650365036505
1047,Unknown,3024.0,0.0,In Stock,16.0,4,0.30243024302430244
1048,Unknown,328.0,0.0,Out of Stock,41.0,4,0.032803280328032806
1049,Unknown,1538.0,0.0,Unknown,41.0,4,0.15381538153815383
1050,A,5721.0,3.5787098926367222,Unknown,40.0,0,0.5721572157215722
1051,Unknown,9329.0,0.0,In Stock,48.0,4,0.932993299329933
1052,Unknown,3568.0,4.1094718195275295,Out of Stock,11.0,4,0.3568356835683568
1053,Unknown,7252.0,0.0,Out of Stock,36.0,4,0.7252725272527253
1054,C,9119.0,2.5889490467889904,In Stock,10.0,2,0.911991199119912
1055,D,8081.0,3.646534010385045,In Stock,12.0,3,0.8081808180818082
1056,Unknown,0.0,3.701078772654003,In Stock,30.0,4,0.0
1057,Unknown,381.0,0.0,Out of Stock,21.0,4,0.038103810381038106
1058,Unknown,1249.0,2.5597631179162104,In Stock,49.0,4,0.12491249124912492
1059,B,6446.0,3.54179016457523,Out of Stock,0.0,1,0.6446644664466447
1060,C,8709.0,0.0,Unknown,19.0,2,0.870987098709871
1061,Unknown,5539.0,1.8096055711712256,Out of Stock,17.0,4,0.553955395539554
1062,C,7288.0,2.0449345165071757,Unknown,15.0,2,0.7288728872887289
1063,D,6778.0,0.0,In Stock,41.0,3,0.6778677867786779
1064,Unknown,7675.0,0.0,Out of Stock,1.0,4,0.7675767576757676
1065,Unknown,9236.0,0.0,Out of Stock,15.0,4,0.9236923692369237
1066,Unknown,2705.0,4.527438671193559,In Stock,7.0,4,0.27052705270527055
1067,D,4246.0,0.0,Out of Stock,34.0,3,0.42464246424642466
1068,Unknown,2228.0,3.189855923072394,In Stock,23.0,4,0.2228222822282228
1069,Unknown,7314.0,4.620648664731213,Unknown,30.0,4,0.7314731473147315
1070,D,8737.0,4.095370531645545,Unknown,41.0,3,0.8737873787378738
1071,Unknown,3536.0,0.0,In Stock,13.0,4,0.3536353635363536
1072,Unknown,5272.0,0.0,Unknown,25.0,4,0.5272527252725272
1073,Unknown,5113.0,0.0,Out of Stock,17.0,4,0.5113511351135114
1074,Unknown,2735.0,2.920832286010129,Unknown,26.0,4,0.2735273527352735
1075,Unknown,2432.0,0.0,Out of Stock,16.0,4,0.24322432243224323
1076,Unknown,0.0,1.6337096334325758,In Stock,46.0,4,0.0
1077,Unknown,5736.0,0.0,Unknown,14.0,4,0.5736573657365737
1078,Unknown,3241.0,4.859328885943068,Unknown,7.0,4,0.32413241324132414
1079,D,434.0,0.0,Out of Stock,6.0,3,0.043404340434043405
1080,B,9715.0,4.556296310407639,Unknown,1.0,1,0.9715971597159716
1081,Unknown,2666.0,2.9816969896955987,In Stock,28.0,4,0.2666266626662666
1082,C,3215.0,2.376312443809915,In Stock,0.0,2,0.3215321532153215
1083,C,736.0,0.0,In Stock,12.0,2,0.0736073607360736
1084,Unknown,4650.0,1.1705236652662323,Out of Stock,11.0,4,0.46504650465046504
1085,C,4392.0,2.7290709788571568,Unknown,13.0,2,0.43924392439243926
1086,Unknown,535.0,0.0,Unknown,9.0,4,0.05350535053505351
1087,Unknown,703.0,1.3294513702033006,Out of Stock,4.0,4,0.0703070307030703
1088,Unknown,620.0,0.0,Out of Stock,33.0,4,0.062006200620062006
1089,D,4290.0,0.0,Unknown,13.0,3,0.429042904290429
1090,A,8171.0,2.059080055374693,Out of Stock,14.0,0,0.8171817181718172
1091,Unknown,1305.0,0.0,In Stock,38.0,4,0.13051305130513052
1092,Unknown,1078.0,4.705406943730678,Unknown,23.0,4,0.1078107810781078
1093,Unknown,6285.0,2.6079269196478303,In Stock,27.0,4,0.6285628562856286
1094,Unknown,6551.0,4.246589691739439,In Stock,5.0,4,0.6551655165516551
1095,C,9566.0,0.0,Out of Stock,1.0,2,0.9566956695669567
1096,C,0.0,0.0,Out of Stock,0.0,2,0.0
1097,Unknown,9442.0,2.6907269838631973,In Stock,39.0,4,0.9442944294429443
1098,A,1521.0,0.0,In Stock,29.0,0,0.15211521152115212
1099,Unknown,1704.0,2.8535947570034668,In Stock,6.0,4,0.1704170417041704
1100,Unknown,158.0,0.0,Out of Stock,12.0,4,0.0158015801580158
1101,Unknown,231.0,1.4444003053710293,In Stock,38.0,4,0.0231023102310231
1102,D,8041.0,4.2507262683713325,In Stock,5.0,3,0.8041804180418042
1103,A,420.0,2.6638460181672,Unknown,1.0,0,0.04200420042004201
1104,C,7645.0,0.0,Unknown,25.0,2,0.7645764576457645
1105,D,5297.0,3.933676945392267,In Stock,5.0,3,0.5297529752975297
1106,Unknown,4636.0,0.0,Unknown,8.0,4,0.46364636463646364
1107,C,7341.0,0.0,Unknown,21.0,2,0.7341734173417341
1108,B,1971.0,0.0,Unknown,1.0,1,0.19711971197119713
1109,Unknown,4945.0,2.2364507255067942,Out of Stock,7.0,4,0.49454945494549457
1110,B,3412.0,0.0,Out of Stock,24.0,1,0.3412341234123412
1111,B,2940.0,2.809246903821382,Unknown,47.0,1,0.294029402940294
1112,Unknown,0.0,4.535290669853159,Unknown,31.0,4,0.0
1113,Unknown,3280.0,0.0,Out of Stock,29.0,4,0.328032803280328
1114,Unknown,409.0,0.0,Out of Stock,16.0,4,0.0409040904090409
1115,B,8690.0,0.0,Out of Stock,1.0,1,0.8690869086908691
1116,Unknown,9287.0,4.696252556756083,Unknown,2.0,4,0.9287928792879288
1117,Unknown,3590.0,4.099343053973303,Out of Stock,0.0,4,0.35903590359035903
1118,D,7644.0,0.0,Out of Stock,0.0,3,0.7644764476447645
1119,Unknown,2428.0,0.0,Out of Stock,47.0,4,0.24282428242824283
1120,A,5310.0,3.6491763940230895,Out of Stock,1.0,0,0.5310531053105311
1121,Unknown,2699.0,4.340577472041069,Out of Stock,40.0,4,0.26992699269926995
1122,Unknown,3341.0,4.841266708508417,Unknown,44.0,4,0.3341334133413341
1123,Unknown,7173.0,1.9388835875204125,Unknown,13.0,4,0.7173717371737174
1124,B,7293.0,1.9581009208137077,In Stock,29.0,1,0.7293729372937293
1125,Unknown,4004.0,0.0,Out of Stock,31.0,4,0.4004400440044004
1126,Unknown,6722.0,2.419346271313845,In Stock,8.0,4,0.6722672267226723
1127,Unknown,1328.0,2.909360250537106,Unknown,27.0,4,0.1328132813281328
1128,B,8583.0,0.0,In Stock,31.0,1,0.8583858385838584
1129,B,4461.0,0.0,In Stock,39.0,1,0.44614461446144615
1130,D,4888.0,0.0,In Stock,2.0,3,0.4888488848884888
1131,Unknown,9374.0,3.0028560954050536,Unknown,28.0,4,0.9374937493749375
1132,Unknown,8339.0,3.918305268050125,In Stock,41.0,4,0.833983398339834
1133,Unknown,7640.0,0.0,Unknown,0.0,4,0.7640764076407641
1134,Unknown,1700.0,1.3836135052314509,In Stock,13.0,4,0.17001700170017
1135,Unknown,680.0,0.0,In Stock,18.0,4,0.06800680068006801
1136,Unknown,2541.0,3.632204748264497,Unknown,37.0,4,0.25412541254125415
1137,Unknown,6322.0,0.0,Out of Stock,0.0,4,0.6322632263226322
1138,B,6924.0,4.068935004804429,In Stock,0.0,1,0.6924692469246925
1139,B,1103.0,0.0,Unknown,47.0,1,0.11031103110311032
1140,C,9686.0,1.7999740116247285,Out of Stock,19.0,2,0.9686968696869687
1141,Unknown,8669.0,4.641905701662897,Out of Stock,12.0,4,0.866986698669867
1142,Unknown,4097.0,0.0,Out of Stock,34.0,4,0.4097409740974097
1143,Unknown,8281.0,0.0,Unknown,12.0,4,0.8281828182818282
1144,Unknown,1832.0,0.0,In Stock,28.0,4,0.18321832183218323
1145,B,3741.0,0.0,Unknown,47.0,1,0.37413741374137416
1146,Unknown,7054.0,0.0,Out of Stock,49.0,4,0.7054705470547055
1147,Unknown,6355.0,2.7646612809993303,Out of Stock,0.0,4,0.6355635563556356
1148,A,1511.0,2.9675683423004284,Out of Stock,7.0,0,0.15111511151115112
1149,Unknown,1545.0,2.141572749772912,In Stock,29.0,4,0.1545154515451545
1150,D,828.0,2.153464497259371,Out of Stock,8.0,3,0.08280828082808281
1151,D,6483.0,0.0,Unknown,33.0,3,0.6483648364836484
1152,Unknown,3704.0,2.936554309967718,In Stock,1.0,4,0.3704370437043704
1153,B,3650.0,1.4553014488397469,Unknown,34.0,1,0.36503650365036505
1154,Unknown,6354.0,2.872548993774975,In Stock,46.0,4,0.6354635463546354
1155,Unknown,3093.0,1.103927782244961,Unknown,42.0,4,0.30933093309330933
1156,D,8585.0,0.0,Unknown,43.0,3,0.8585858585858586
1157,C,9832.0,4.967090649554048,Out of Stock,2.0,2,0.9832983298329833
1158,A,3726.0,0.0,In Stock,26.0,0,0.3726372637263726
1159,Unknown,7030.0,0.0,Out of Stock,19.0,4,0.7030703070307031
1160,Unknown,5769.0,0.0,Out of Stock,18.0,4,0.576957695769577
1161,Unknown,2883.0,2.755392182553186,Out of Stock,35.0,4,0.2883288328832883
1162,Unknown,3736.0,1.0274014575018144,Unknown,26.0,4,0.37363736373637363
1163,Unknown,7702.0,1.1597475792875311,Out of Stock,21.0,4,0.7702770277027703
1164,Unknown,4437.0,0.0,In Stock,8.0,4,0.44374437443744374
1165,C,6987.0,0.0,Unknown,0.0,2,0.6987698769876988
1166,Unknown,7648.0,0.0,In Stock,45.0,4,0.7648764876487649
1167,Unknown,1670.0,0.0,Unknown,13.0,4,0.16701670167016702
1168,B,5335.0,0.0,Out of Stock,12.0,1,0.5335533553355336
1169,A,6117.0,0.0,In Stock,26.0,0,0.6117611761176117
1170,B,1695.0,3.137216935730504,In Stock,7.0,1,0.1695169516951695
1171,B,4769.0,3.199256476549933,Unknown,41.0,1,0.47694769476947696
1172,Unknown,8325.0,3.7499952445002265,Unknown,6.0,4,0.8325832583258326
1173,Unknown,1804.0,0.0,In Stock,7.0,4,0.18041804180418042
1174,Unknown,9951.0,0.0,In Stock,26.0,4,0.9951995199519952
1175,Unknown,4828.0,0.0,In Stock,22.0,4,0.48284828482848285
1176,Unknown,1698.0,3.0891231681012314,In Stock,11.0,4,0.1698169816981698
1177,C,2571.0,1.2425196422667808,In Stock,22.0,2,0.2571257125712571
1178,Unknown,3691.0,4.799496226122256,Unknown,37.0,4,0.36913691369136914
1179,Unknown,0.0,0.0,Out of Stock,23.0,4,0.0
1180,D,6967.0,2.9294789139842865,In Stock,39.0,3,0.6967696769676968
1181,Unknown,9148.0,0.0,Unknown,46.0,4,0.9148914891489149
1182,A,3701.0,0.0,In Stock,12.0,0,0.37013701370137014
1183,Unknown,6867.0,0.0,Unknown,3.0,4,0.6867686768676867
1184,C,2610.0,2.7912042416852207,Unknown,10.0,2,0.26102610261026105
1185,Unknown,7606.0,3.6542273863931314,In Stock,0.0,4,0.7606760676067607
1186,Unknown,3135.0,4.594448915399168,Unknown,28.0,4,0.31353135313531355
1187,D,5597.0,3.116135383834756,In Stock,27.0,3,0.5597559755975597
1188,Unknown,1839.0,4.274956660699364,Out of Stock,16.0,4,0.18391839183918393
1189,D,4763.0,3.972744227384923,Unknown,42.0,3,0.47634763476347636
1190,Unknown,4219.0,0.0,In Stock,37.0,4,0.4219421942194219
1191,Unknown,5608.0,4.157697336735428,Out of Stock,6.0,4,0.5608560856085608
1192,B,5195.0,3.689327293029892,Unknown,3.0,1,0.5195519551955196
1193,C,2540.0,0.0,In Stock,40.0,2,0.254025402540254
1194,Unknown,6716.0,1.7903990305576372,In Stock,7.0,4,0.6716671667166717
1195,B,3722.0,0.0,Out of Stock,37.0,1,0.3722372237223722
1196,Unknown,8682.0,1.1906363377840607,Unknown,47.0,4,0.8682868286828683
1197,C,2647.0,0.0,In Stock,0.0,2,0.26472647264726473
1198,A,4104.0,0.0,Out of Stock,39.0,0,0.41044104410441046
1199,C,6952.0,4.511057655143444,Unknown,4.0,2,0.6952695269526953
1200,Unknown,9928.0,0.0,In Stock,49.0,4,0.9928992899289929
1201,Unknown,5712.0,2.747244805164672,Out of Stock,45.0,4,0.5712571257125713
1202,Unknown,251.0,1.0331563051446873,Out of Stock,44.0,4,0.0251025102510251
1203,Unknown,3611.0,1.915730729536624,Unknown,36.0,4,0.3611361136113611
1204,Unknown,3295.0,1.5374126752191493,Unknown,11.0,4,0.32953295329532956
1205,Unknown,889.0,0.0,Out of Stock,45.0,4,0.0889088908890889
1206,C,1972.0,2.2472597886538628,In Stock,10.0,2,0.19721972197219723
1207,Unknown,5429.0,4.958336197386105,In Stock,2.0,4,0.542954295429543
1208,Unknown,4415.0,1.4463942073567808,Out of Stock,45.0,4,0.44154415441544154
1209,Unknown,6889.0,0.0,Unknown,13.0,4,0.688968896889689
1210,Unknown,0.0,0.0,Out of Stock,16.0,4,0.0
1211,D,2507.0,0.0,Out of Stock,45.0,3,0.25072507250725073
1212,Unknown,8945.0,4.670162360548385,Out of Stock,11.0,4,0.8945894589458946
1213,Unknown,6533.0,1.3923237307536795,In Stock,32.0,4,0.6533653365336534
1214,Unknown,4318.0,2.130970062385172,Out of Stock,0.0,4,0.4318431843184318
1215,Unknown,2173.0,0.0,Out of Stock,24.0,4,0.21732173217321732
1216,Unknown,2996.0,3.3973758435143004,Unknown,49.0,4,0.2996299629962996
1217,D,521.0,1.109541284390204,Out of Stock,30.0,3,0.0521052105210521
1218,C,4158.0,3.2560110783637324,Unknown,7.0,2,0.4158415841584158
1219,Unknown,7314.0,0.0,Unknown,41.0,4,0.7314731473147315
1220,Unknown,3430.0,0.0,Out of Stock,27.0,4,0.343034303430343
1221,Unknown,0.0,2.284835920474739,In Stock,28.0,4,0.0
1222,Unknown,5556.0,0.0,In Stock,1.0,4,0.5556555655565557
1223,C,7425.0,2.3263206410049206,Unknown,22.0,2,0.7425742574257426
1224,Unknown,6689.0,1.0155582851684466,In Stock,20.0,4,0.668966896689669
1225,Unknown,5132.0,0.0,Out of Stock,43.0,4,0.5132513251325133
1226,Unknown,5475.0,0.0,Out of Stock,13.0,4,0.5475547554755475
1227,Unknown,0.0,0.0,Out of Stock,6.0,4,0.0
1228,D,8273.0,4.152618603391821,Unknown,7.0,3,0.8273827382738274
1229,Unknown,5565.0,0.0,Unknown,47.0,4,0.5565556555655565
1230,B,4071.0,4.201654638984054,Unknown,32.0,1,0.4071407140714071
1231,Unknown,2269.0,0.0,Unknown,31.0,4,0.22692269226922693
1232,Unknown,7671.0,2.062739331688438,Unknown,0.0,4,0.7671767176717672
1233,B,3472.0,0.0,Out of Stock,41.0,1,0.34723472347234724
1234,Unknown,3430.0,0.0,In Stock,27.0,4,0.343034303430343
1235,Unknown,3668.0,0.0,Unknown,20.0,4,0.36683668366836686
1236,Unknown,0.0,0.0,In Stock,11.0,4,0.0
1237,Unknown,8460.0,0.0,In Stock,18.0,4,0.8460846084608461
1238,Unknown,296.0,0.0,In Stock,11.0,4,0.029602960296029605
1239,Unknown,3145.0,1.8483072960896172,In Stock,15.0,4,0.31453145314531455
1240,A,3545.0,0.0,Unknown,18.0,0,0.35453545354535454
1241,Unknown,3688.0,0.0,In Stock,7.0,4,0.3688368836883688
1242,A,7243.0,0.0,Out of Stock,7.0,0,0.7243724372437244
1243,A,5124.0,1.1143787592663257,In Stock,0.0,0,0.5124512451245125
1244,Unknown,4924.0,4.904717380704733,Out of Stock,13.0,4,0.49244924492449244
1245,Unknown,9157.0,0.0,Unknown,49.0,4,0.9157915791579158
1246,Unknown,1135.0,0.0,In Stock,42.0,4,0.11351135113511351
1247,Unknown,4267.0,0.0,Unknown,19.0,4,0.42674267426742674
1248,D,5969.0,0.0,Out of Stock,17.0,3,0.596959695969597
1249,D,6161.0,0.0,Unknown,39.0,3,0.6161616161616161
1250,Unknown,7874.0,3.0073232701661863,Out of Stock,34.0,4,0.7874787478747874
1251,Unknown,317.0,0.0,Out of Stock,27.0,4,0.0317031703170317
1252,Unknown,1557.0,3.860771350735504,Unknown,15.0,4,0.1557155715571557
1253,Unknown,571.0,3.030143277607736,Unknown,37.0,4,0.05710571057105711
1254,Unknown,8282.0,4.8516579645561695,Out of Stock,2.0,4,0.8282828282828283
1255,Unknown,0.0,0.0,In Stock,48.0,4,0.0
1256,Unknown,5219.0,0.0,Unknown,19.0,4,0.521952195219522
1257,Unknown,2760.0,3.705958435276843,Out of Stock,11.0,4,0.27602760276027605
1258,Unknown,9501.0,0.0,Out of Stock,15.0,4,0.9501950195019502
1259,Unknown,7629.0,4.411939077388649,In Stock,3.0,4,0.7629762976297629
1260,Unknown,6868.0,3.98816239671781,Unknown,20.0,4,0.6868686868686869
1261,Unknown,8863.0,0.0,In Stock,15.0,4,0.8863886388638864
1262,C,3465.0,0.0,Out of Stock,40.0,2,0.3465346534653465
1263,A,6319.0,0.0,Out of Stock,47.0,0,0.6319631963196319
1264,Unknown,498.0,4.257966268010163,In Stock,35.0,4,0.04980498049804981
1265,Unknown,3452.0,3.150789247813135,In Stock,33.0,4,0.34523452345234523
1266,Unknown,1802.0,0.0,Out of Stock,0.0,4,0.18021802180218022
1267,Unknown,3066.0,0.0,Out of Stock,34.0,4,0.30663066306630665
1268,Unknown,2148.0,0.0,In Stock,23.0,4,0.2148214821482148
1269,D,4943.0,0.0,Unknown,14.0,3,0.49434943494349437
1270,Unknown,1425.0,0.0,Unknown,25.0,4,0.1425142514251425
1271,D,1083.0,3.2856516321952367,Out of Stock,28.0,3,0.10831083108310831
1272,Unknown,398.0,2.1283051086160096,Out of Stock,20.0,4,0.039803980398039805
1273,C,4902.0,3.965778543877458,Out of Stock,31.0,2,0.4902490249024902
1274,Unknown,1735.0,3.5087107241986657,In Stock,20.0,4,0.17351735173517352
1275,Unknown,7213.0,0.0,In Stock,7.0,4,0.7213721372137214
1276,Unknown,284.0,0.0,Unknown,7.0,4,0.028402840284028404
1277,D,2655.0,0.0,In Stock,32.0,3,0.26552655265526554
1278,Unknown,9029.0,1.1550305487835026,Unknown,0.0,4,0.902990299029903
1279,Unknown,1690.0,4.768949677623761,Unknown,11.0,4,0.16901690169016903
1280,B,3837.0,0.0,Out of Stock,18.0,1,0.38373837383738374
1281,Unknown,6216.0,1.912289774361827,In Stock,35.0,4,0.6216621662166216
1282,Unknown,6135.0,4.166996242368398,Out of Stock,40.0,4,0.6135613561356136
1283,Unknown,5325.0,2.175326498491873,Out of Stock,11.0,4,0.5325532553255325
1284,D,9569.0,0.0,Out of Stock,32.0,3,0.956995699569957
1285,Unknown,6916.0,4.33207349645741,Unknown,42.0,4,0.6916691669166917
1286,Unknown,6993.0,3.20979382373768,Out of Stock,40.0,4,0.6993699369936993
1287,A,1628.0,0.0,Out of Stock,11.0,0,0.1628162816281628
1288,Unknown,7891.0,2.2022896033094472,In Stock,47.0,4,0.7891789178917892
1289,Unknown,0.0,0.0,Out of Stock,36.0,4,0.0
1290,B,9780.0,0.0,Unknown,15.0,1,0.978097809780978
1291,A,8325.0,0.0,Out of Stock,31.0,0,0.8325832583258326
1292,Unknown,2570.0,0.0,Out of Stock,16.0,4,0.25702570257025703
1293,Unknown,868.0,0.0,Out of Stock,21.0,4,0.08680868086808681
1294,Unknown,9303.0,0.0,Out of Stock,13.0,4,0.9303930393039304
1295,Unknown,4147.0,4.341512883470044,In Stock,21.0,4,0.41474147414741475
1296,C,889.0,0.0,In Stock,26.0,2,0.0889088908890889
1297,D,568.0,4.482026662167312,Unknown,3.0,3,0.05680568056805681
1298,C,1466.0,2.5340613320685823,In Stock,37.0,2,0.14661466146614663
1299,Unknown,7111.0,0.0,Unknown,0.0,4,0.7111711171117112
1300,D,0.0,4.923387095620516,In Stock,42.0,3,0.0
1301,Unknown,8984.0,2.1375805383576907,In Stock,22.0,4,0.8984898489848985
1302,B,5655.0,0.0,In Stock,41.0,1,0.5655565556555655
1303,Unknown,0.0,0.0,Unknown,45.0,4,0.0
1304,B,8082.0,0.0,Unknown,2.0,1,0.8082808280828083
1305,Unknown,0.0,3.3686373810108745,In Stock,9.0,4,0.0
1306,B,2137.0,0.0,In Stock,26.0,1,0.21372137213721373
1307,B,7731.0,4.365546101525959,In Stock,32.0,1,0.7731773177317732
1308,A,7539.0,3.544582892642101,In Stock,29.0,0,0.753975397539754
1309,C,7340.0,0.0,In Stock,0.0,2,0.7340734073407341
1310,Unknown,4672.0,3.331715957340853,Unknown,49.0,4,0.46724672467246725
1311,A,7180.0,0.0,Unknown,2.0,0,0.7180718071807181
1312,B,4734.0,2.732656991237321,Out of Stock,0.0,1,0.4734473447344735
1313,C,500.0,0.0,In Stock,43.0,2,0.05000500050005
1314,B,7257.0,0.0,In Stock,17.0,1,0.7257725772577258
1315,Unknown,3867.0,0.0,Unknown,49.0,4,0.38673867386738675
